LD_Name,ND-LD_psnr,box_psnr,gaus_psnr,sharp_psnr,med_psnr
L192_QD_3_1.CT.0003.0075.2015.12.22.20.43.31.862066.358699836.IMA,22.905498580758447,21.905770886764493,23.07455091597567,10.708567867571869,24.119436708411325
L192_QD_3_1.CT.0003.0076.2015.12.22.20.43.31.862066.358699860.IMA,22.89640452410537,21.913944667412075,23.07854149885138,10.702484600080151,24.117445940746407
L192_QD_3_1.CT.0003.0077.2015.12.22.20.43.31.862066.358699884.IMA,22.6838698799439,21.79024693380591,22.93477401507904,10.540471386384702,23.894787605697548
L192_QD_3_1.CT.0003.0078.2015.12.22.20.43.31.862066.358699908.IMA,23.12265062957656,22.015685262449267,23.218395055147827,10.840199009125357,24.264450840866253
L192_QD_3_1.CT.0003.0079.2015.12.22.20.43.31.862066.358699932.IMA,23.154220642318997,22.038845244948725,23.244225098448972,10.872835042933474,24.313233264624245
L192_QD_3_1.CT.0003.0080.2015.12.22.20.43.31.862066.358699956.IMA,22.88836885232228,21.84204617788422,23.04180258577943,10.641828417816113,24.103458000638863
L192_QD_3_1.CT.0003.0081.2015.12.22.20.43.31.862066.358699980.IMA,23.415640960247096,21.948936941627508,23.245185747271808,10.898823335425849,24.403196144490316
L192_QD_3_1.CT.0003.0082.2015.12.22.20.43.31.862066.358700004.IMA,23.34828593045149,21.880954243748867,23.170181814309675,10.870645320279957,24.274615428761624
L192_QD_3_1.CT.0003.0083.2015.12.22.20.43.31.862066.358700028.IMA,22.892501989904112,21.699144487210003,22.920506998845667,10.611690251656995,23.93559005153798
L192_QD_3_1.CT.0003.0084.2015.12.22.20.43.31.862066.358700052.IMA,23.300638121537,21.938762046490076,23.21239743515026,10.828999631048099,24.24764997291719
L192_QD_3_1.CT.0003.0085.2015.12.22.20.43.31.862066.358700076.IMA,23.288862971688697,21.911154879728816,23.183311260746876,10.825566221209595,24.167656920216594
L192_QD_3_1.CT.0003.0086.2015.12.22.20.43.31.862066.358700100.IMA,23.009100163145316,21.74301723095875,22.976856844385427,10.670312579674885,23.92284601779246
L192_QD_3_1.CT.0003.0087.2015.12.22.20.43.31.862066.358700124.IMA,23.462209562500984,21.923989062401468,23.216556528000467,10.945222651201213,24.302047790885084
L192_QD_3_1.CT.0003.0088.2015.12.22.20.43.31.862066.358700148.IMA,23.57186878027086,21.874615869842984,23.19847147684601,10.973946597339179,24.367206601254246
L192_QD_3_1.CT.0003.0089.2015.12.22.20.43.31.862066.358700172.IMA,23.423073840656507,21.762915273070547,23.083648939074315,10.814320159745513,24.229699289577702
L192_QD_3_1.CT.0003.0090.2015.12.22.20.43.31.862066.358700196.IMA,23.820197746576277,21.998270062338744,23.356141135339964,11.101065544225307,24.589150038096715
L192_QD_3_1.CT.0003.0091.2015.12.22.20.43.31.862066.358700220.IMA,23.933270606636743,22.114365999344333,23.479275909421812,11.18972486621246,24.68162016991192
L192_QD_3_1.CT.0003.0092.2015.12.22.20.43.31.862066.358700244.IMA,23.711993009830895,22.09836357935476,23.42684101834464,11.080539363988283,24.532878536224242
L192_QD_3_1.CT.0003.0093.2015.12.22.20.43.31.862066.358700268.IMA,24.182189999206585,22.41010109833653,23.77582888154802,11.427704264750568,24.91015513995791
L192_QD_3_1.CT.0003.0094.2015.12.22.20.43.31.862066.358700292.IMA,24.277488458072124,22.536967286712656,23.889327462234675,11.576650049960154,24.97984882332598
L192_QD_3_1.CT.0003.0095.2015.12.22.20.43.31.862066.358700316.IMA,23.888359130835106,22.415995075503922,23.703613509987576,11.425969825808515,24.797860142005327
L192_QD_3_1.CT.0003.0096.2015.12.22.20.43.31.862066.358700340.IMA,24.434402764202154,22.54711817329909,23.925847938736897,11.66969512631365,25.114665797804715
L192_QD_3_1.CT.0003.0097.2015.12.22.20.43.31.862066.358700364.IMA,24.613879065210416,22.55424875034333,23.97213848139903,11.690358669251303,25.256327458694045
L192_QD_3_1.CT.0003.0098.2015.12.22.20.43.31.862066.358700388.IMA,24.40225728502748,22.484218895233884,23.88099433120877,11.531668630070143,25.074606230247763
L192_QD_3_1.CT.0003.0099.2015.12.22.20.43.31.862066.358700412.IMA,25.02392719424072,22.7545763176609,24.213810622198867,11.908181467592222,25.50458392865259
L192_QD_3_1.CT.0003.0100.2015.12.22.20.43.31.862066.358700436.IMA,25.021065124700126,22.80845919259914,24.257984168793037,11.922870879784814,25.53314878648902
L192_QD_3_1.CT.0003.0101.2015.12.22.20.43.31.862066.358700460.IMA,24.56810956506046,22.691542101850835,24.081919634804727,11.655997682490469,25.131210270046807
L192_QD_3_1.CT.0003.0102.2015.12.22.20.43.31.862066.358700484.IMA,24.912747206581635,22.819187986859582,24.24626416933723,11.86960973457223,25.323145075920568
L192_QD_3_1.CT.0003.0103.2015.12.22.20.43.31.862066.358700508.IMA,24.903847416174028,22.700464578678314,24.14219335087838,11.830127708273517,25.264332118106445
L192_QD_3_1.CT.0003.0104.2015.12.22.20.43.31.862066.358700532.IMA,24.649744144660684,22.537081340849166,23.95671595221431,11.655700471026194,25.10124806113439
L192_QD_3_1.CT.0003.0105.2015.12.22.20.43.31.862066.358700556.IMA,25.152130244095154,22.78907027060777,24.256936985698836,11.976127431277419,25.506158457219044
L192_QD_3_1.CT.0003.0106.2015.12.22.20.43.31.862066.358700580.IMA,24.977897709070508,22.772029616090816,24.213664271027717,11.901612820092012,25.39124367719502
L192_QD_3_1.CT.0003.0107.2015.12.22.20.43.31.862066.358700604.IMA,24.63529470968481,22.67775448623695,24.081696470444115,11.691726912239343,25.15080499350029
L192_QD_3_1.CT.0003.0108.2015.12.22.20.43.31.862066.358700628.IMA,24.92768729330642,22.940276795211613,24.353941630148107,11.94970314307949,25.584423296409916
L192_QD_3_1.CT.0003.0109.2015.12.22.20.43.31.862066.358700652.IMA,24.818216867782716,23.026768376466823,24.39173252320003,12.023456063050908,25.547125319591196
L192_QD_3_1.CT.0003.0110.2015.12.22.20.43.31.862066.358700676.IMA,24.43005539300141,22.888049397116536,24.207949274089845,11.775352885798593,25.27333233585528
L192_QD_3_1.CT.0003.0111.2015.12.22.20.43.31.862066.358700700.IMA,24.69384197220616,22.985051898955412,24.33822845164556,11.930111190301385,25.50165479365301
L192_QD_3_1.CT.0003.0112.2015.12.22.20.43.31.862066.358700724.IMA,24.58618865202851,22.92368613058646,24.268677283264488,11.832834113539457,25.383538950030783
L192_QD_3_1.CT.0003.0113.2015.12.22.20.43.31.862066.358700748.IMA,24.11667270092835,22.72305528516715,24.00555959801749,11.545144841002429,24.987882676202865
L192_QD_3_1.CT.0003.0114.2015.12.22.20.43.31.862066.358700772.IMA,24.52231913206415,22.957565481090867,24.263909469712225,11.877315695882364,25.3418835144359
L192_QD_3_1.CT.0003.0115.2015.12.22.20.43.31.862066.358700796.IMA,24.49876228684859,22.959232989570815,24.25785784967825,11.874900564305118,25.374252778522596
L192_QD_3_1.CT.0003.0116.2015.12.22.20.43.31.862066.358700820.IMA,24.134071278172105,22.791370638956078,24.061150709352212,11.583921147991806,25.115551777614535
L192_QD_3_1.CT.0003.0117.2015.12.22.20.43.31.862066.358700844.IMA,24.560051679017754,22.947008605700233,24.278072257407075,11.831365073960939,25.4166370688958
L192_QD_3_1.CT.0003.0118.2015.12.22.20.43.31.862066.358700868.IMA,24.28017149958314,22.763681852652265,24.075722512309806,11.640319475062384,25.1359446099976
L192_QD_3_1.CT.0003.0119.2015.12.22.20.43.31.862066.358700892.IMA,23.786851102591395,22.47209857674779,23.727794198922865,11.340285902946388,24.818216867782716
L192_QD_3_1.CT.0003.0120.2015.12.22.20.43.31.862066.358700916.IMA,24.129832449646294,22.638380987785997,23.928821149865698,11.572726290152403,25.02143569446482
L192_QD_3_1.CT.0003.0121.2015.12.22.20.43.31.862066.358700940.IMA,24.113958542967275,22.655782004040525,23.94363910096793,11.546807740403214,25.082318782750974
L192_QD_3_1.CT.0003.0122.2015.12.22.20.43.31.862066.358700964.IMA,23.591182802589454,22.416696156116576,23.637308563292862,11.207937614390051,24.675150486232987
L192_QD_3_1.CT.0003.0123.2015.12.22.20.43.31.862066.358700988.IMA,23.858440447962654,22.54609001466541,23.798217753793068,11.380026661259473,24.87506759079406
L192_QD_3_1.CT.0003.0124.2015.12.22.20.43.31.862066.358701012.IMA,23.78035105720743,22.47329816799788,23.715291994143058,11.34581855412518,24.774743923357082
L192_QD_3_1.CT.0003.0125.2015.12.22.20.43.31.862066.358701036.IMA,23.39029698488612,22.253217393861625,23.456110791784166,11.053679896071486,24.49469700601853
L192_QD_3_1.CT.0003.0126.2015.12.22.20.43.31.862066.358701060.IMA,23.617305422910544,22.33185055869697,23.56527652917828,11.194648968073427,24.670836861443185
L192_QD_3_1.CT.0003.0127.2015.12.22.20.43.31.862066.358701084.IMA,23.41847931322988,22.208977605650052,23.41801523021846,11.086813774078514,24.496762499919527
L192_QD_3_1.CT.0003.0128.2015.12.22.20.43.31.862066.358701108.IMA,22.87412072786647,21.954220993631278,23.111041551313434,10.675581425817985,24.08460548442608
L192_QD_3_1.CT.0003.0129.2015.12.22.20.43.31.862066.358701132.IMA,23.232272476015922,22.1245340520661,23.33359177792349,10.87155031102223,24.365854740005638
L192_QD_3_1.CT.0003.0130.2015.12.22.20.43.31.862066.358701156.IMA,23.030004272146122,22.103702405401258,23.264669590247202,10.789758871049276,24.262297929798855
L192_QD_3_1.CT.0003.0131.2015.12.22.20.43.31.862066.358701180.IMA,22.41454736336201,21.78826076220071,22.87378775211168,10.35934805329574,23.784348045874772
L192_QD_3_1.CT.0003.0132.2015.12.22.20.43.31.862066.358701204.IMA,22.68609560275751,21.80703752543261,22.941616263905562,10.523385645995651,23.876341311026998
L192_QD_3_1.CT.0003.0133.2015.12.22.20.43.31.862066.358701228.IMA,22.534303494203982,21.653817209444274,22.783295102114774,10.394140101930594,23.707895746916044
L192_QD_3_1.CT.0003.0134.2015.12.22.20.43.31.862066.358701252.IMA,22.08983055081186,21.390930158947587,22.467102074764163,10.10535395041658,23.334252310217813
L192_QD_3_1.CT.0003.0135.2015.12.22.20.43.31.862066.358701276.IMA,22.53192343321164,21.62862876034321,22.768620413673375,10.365757064711683,23.703643457765416
L192_QD_3_1.CT.0003.0136.2015.12.22.20.43.31.862066.358701300.IMA,22.31383600374143,21.528334393829457,22.639209149092746,10.22175229906084,23.52186404785977
L192_QD_3_1.CT.0003.0137.2015.12.22.20.43.31.862066.358701324.IMA,21.782609301444744,21.25721212482674,22.30065359647774,9.860527845935536,23.09982903591405
L192_QD_3_1.CT.0003.0138.2015.12.22.20.43.31.862066.358701348.IMA,22.083245934829833,21.401533436657402,22.479875827958296,10.094955713391904,23.372025716703124
L192_QD_3_1.CT.0003.0139.2015.12.22.20.43.31.862066.358701372.IMA,21.914293764354007,21.34549325781624,22.388539995636677,10.017625876121336,23.23424278511726
L192_QD_3_1.CT.0003.0140.2015.12.22.20.43.31.862066.358701396.IMA,21.59914940478977,21.147374366769856,22.154020225894925,9.78481441842372,22.933022361841225
L192_QD_3_1.CT.0003.0141.2015.12.22.20.43.31.862066.358701420.IMA,21.87885151134891,21.23063508730833,22.28303979381789,9.978446372778455,23.13669159550284
L192_QD_3_1.CT.0003.0142.2015.12.22.20.43.31.862066.358701444.IMA,21.70336962705455,21.111338510250405,22.152718897117204,9.836786894578978,22.95623593097438
L192_QD_3_1.CT.0003.0143.2015.12.22.20.43.31.862066.358701468.IMA,21.160388448892526,20.813833518429607,21.787134349251577,9.468117359317542,22.506801327010677
L192_QD_3_1.CT.0003.0144.2015.12.22.20.43.31.862066.358701492.IMA,21.488315350690854,20.967670315107743,21.975069489814636,9.725594430265588,22.772006704277917
L192_QD_3_1.CT.0003.0145.2015.12.22.20.43.31.862066.358701516.IMA,21.418590773345095,20.980632973177727,21.977918047301724,9.645745911115329,22.705819399532317
L192_QD_3_1.CT.0003.0146.2015.12.22.20.43.31.862066.358701540.IMA,20.95030708487983,20.72453315102702,21.661348534625546,9.316985479302842,22.33059545729258
L192_QD_3_1.CT.0003.0147.2015.12.22.20.43.31.862066.358701564.IMA,21.226718185266975,20.84689656090438,21.80778625711888,9.576522899202223,22.49668405280683
L192_QD_3_1.CT.0003.0148.2015.12.22.20.43.31.862066.358701588.IMA,21.161669875773764,20.760441499224726,21.725338965792176,9.504796214815418,22.413913744038272
L192_QD_3_1.CT.0003.0149.2015.12.22.20.43.31.862066.358701612.IMA,20.7512269263254,20.48211885702907,21.42110322505181,9.155429013698523,22.072426644436867
L192_QD_3_1.CT.0003.0150.2015.12.22.20.43.31.862066.358701636.IMA,21.04861168074891,20.66131434335602,21.617695136090987,9.434259128652542,22.315137287121914
L192_QD_3_1.CT.0003.0151.2015.12.22.20.43.31.862066.358701660.IMA,21.025635300488872,20.680297143024976,21.627961767351653,9.427850892093812,22.301548643133696
L192_QD_3_1.CT.0003.0152.2015.12.22.20.43.31.862066.358701684.IMA,20.579826294370612,20.40177384203838,21.293130006169747,9.139728454683333,21.936065099769895
L192_QD_3_1.CT.0003.0153.2015.12.22.20.43.31.862066.358701708.IMA,20.90780778380053,20.59938293253936,21.535593134888455,9.342152969853837,22.25237628837221
L192_QD_3_1.CT.0003.0154.2015.12.22.20.43.31.862066.358701732.IMA,20.961371620259502,20.64328575156306,21.587361130548672,9.36784704994686,22.32175635693507
L192_QD_3_1.CT.0003.0155.2015.12.22.20.43.31.862066.358701756.IMA,20.580272768312913,20.507891545348617,21.393903101603847,9.086111369507954,22.09238181102538
L192_QD_3_1.CT.0003.0156.2015.12.22.20.43.31.862066.358701780.IMA,21.00961490958559,20.751092020659954,21.69248480290088,9.38322927565697,22.447247922604188
L192_QD_3_1.CT.0003.0157.2015.12.22.20.43.31.862066.358701804.IMA,20.88454464953765,20.694886270321508,21.614412250803483,9.326005456944216,22.365537456511206
L192_QD_3_1.CT.0003.0158.2015.12.22.20.43.31.862066.358701828.IMA,20.53790754635621,20.507453309552055,21.381816570005764,9.08497941162842,22.061516081306966
L192_QD_3_1.CT.0003.0159.2015.12.22.20.43.31.862066.358701852.IMA,20.916702894711662,20.717258438935463,21.635255656635795,9.388505911527496,22.39055194264178
L192_QD_3_1.CT.0003.0160.2015.12.22.20.43.31.862066.358701876.IMA,20.888569900116533,20.81250844348017,21.700508050280042,9.41559261810399,22.44504441616193
L192_QD_3_1.CT.0003.0161.2015.12.22.20.43.31.862066.358701900.IMA,20.482921820835692,20.758327106455347,21.561123403420392,9.164585230969566,22.18435327481929
L192_QD_3_1.CT.0003.0162.2015.12.22.20.43.31.862066.358701924.IMA,20.873981333804217,21.053915161542868,21.888443757389684,9.492911019032102,22.534519500454753
L192_QD_3_1.CT.0003.0163.2015.12.22.20.43.31.862066.358701948.IMA,20.85599732815069,21.08555495817552,21.894672021307247,9.553548170030009,22.529952275151082
L192_QD_3_1.CT.0003.0164.2015.12.22.20.43.31.862066.358701972.IMA,20.575223036543065,20.928394260167074,21.697248193967447,9.367526996686298,22.38069523908316
L192_QD_3_1.CT.0003.0165.2015.12.22.20.43.31.862066.358701996.IMA,21.126393335169634,21.262079632861877,22.1015314898775,9.761219101983174,22.867835927837458
L192_QD_3_1.CT.0003.0166.2015.12.22.20.43.31.862066.358702020.IMA,21.25284021561487,21.377380135025273,22.225560471882883,9.855600802926606,22.995542004365063
L192_QD_3_1.CT.0003.0167.2015.12.22.20.43.31.862066.358702044.IMA,21.010663185135485,21.221812522252854,22.04045577187688,9.691414847985229,22.78398086413512
